PID,A_AREA,A_SQ1,A_SQ2,A_AGE,A_SQ3,A_Q1,A_Q2,A_Q2_1,A_Q2_2,A_Q3,A_Q4,A_Q5,A_Q6,A_GUBUN,WT1
3410121,11,11,2,81,6,2,9,,,9,2,8,99,2,1.0
3410122,11,11,2,61,6,1,2,,3.0,2,2,4,98,2,1.0
3410123,11,11,2,68,6,1,3,,,2,2,6,1,2,1.0
3410124,11,11,2,69,6,1,2,,4.0,2,2,6,2,2,1.0
3410125,11,11,2,82,6,2,3,,,9,2,6,99,2,1.0
3410126,11,11,2,80,6,2,9,,,9,2,8,99,2,1.0
3410127,11,11,2,78,6,2,9,,,9,2,8,98,1,1.0
3410128,11,11,2,62,6,1,1,2.0,,3,2,6,5,1,1.0
3410129,11,11,2,61,6,1,2,,2.0,2,2,1,1,1,1.0
3410130,11,11,2,76,6,1,9,,,9,2,1,99,1,1.0
3410131,11,11,2,64,6,1,2,,2.0,2,2,5,2,1,1.0
3410132,11,11,2,79,6,2,9,,,9,2,6,98,1,1.0
3410133,11,11,2,70,6,1,1,2.0,,3,2,6,1,1,1.0
3410134,11,11,2,61,6,1,3,,,2,2,6,1,1,1.0
3410135,11,11,2,67,6,1,9,,,9,2,6,98,1,1.0
3410136,11,11,2,75,6,2,9,,,9,2,6,98,1,1.0
3410137,11,11,2,64,6,1,1,2.0,,2,2,2,1,1,1.0
3410138,11,11,2,83,6,1,9,,,1,2,6,1,1,1.0
3501001,12,12,1,29,2,1,1,1.0,,3,1,7,1,2,1.0
3501002,12,12,1,29,2,1,3,,,2,3,5,98,2,1.0
3501003,12,12,1,23,2,2,9,,,9,3,7,1,2,1.0
3501004,12,12,1,23,2,2,3,,,2,3,7,2,2,1.0
3501006,12,12,1,25,2,1,2,,2.0,2,3,7,1,2,1.0
3501007,12,12,1,29,2,1,2,,4.0,9,3,3,1,2,1.0
3501008,12,12,1,28,2,1,1,1.0,,3,3,4,1,2,1.0
3501009,12,12,1,29,2,2,1,4.0,,2,3,3,1,2,1.0
3501010,12,12,1,24,2,1,1,2.0,,3,3,7,1,2,1.0
3501011,12,12,1,25,2,2,1,1.0,,2,3,8,98,2,1.0
3501012,12,12,1,25,2,2,3,,,2,3,2,1,2,1.0
3501013,12,12,1,29,2,1,1,1.0,,3,3,5,1,2,1.0
3501014,12,12,1,28,2,1,1,1.0,,3,3,5,98,2,1.0
3501015,12,12,1,25,2,2,2,,2.0,2,3,7,98,2,1.0
3501016,12,12,1,23,2,2,9,,,9,3,7,98,2,1.0
3501017,12,12,1,23,2,1,9,,,3,3,7,98,2,1.0
3501018,12,12,1,27,2,1,2,,2.0,2,3,5,98,2,1.0
3501020,12,12,1,25,2,2,2,,4.0,2,2,8,5,2,1.0
3501021,12,12,1,19,2,2,1,2.0,,9,2,7,98,2,1.0
3501022,12,12,1,23,2,2,9,,,9,2,3,98,2,1.0
3501023,12,12,1,28,2,1,3,,,3,2,5,1,2,1.0
3501024,12,12,1,26,2,1,1,1.0,,3,2,5,5,2,1.0
3501025,12,12,1,28,2,1,1,3.0,,3,2,4,1,2,1.0
3501026,12,12,1,27,2,1,1,1.0,,3,2,8,1,2,1.0
3501027,12,12,1,27,2,1,2,,2.0,2,2,5,3,2,1.0
3501028,12,12,1,25,2,1,1,1.0,,2,2,7,1,2,1.0
3501029,12,12,1,24,2,2,3,,,1,2,7,1,2,1.0
3501030,12,12,1,23,2,1,9,,,3,2,7,98,2,1.0
3501031,12,12,1,21,2,2,3,,,9,2,8,98,2,1.0
3501032,12,12,1,26,2,1,2,,3.0,2,2,3,1,2,1.0
3501033,12,12,1,23,2,1,1,1.0,,2,2,7,1,2,1.0
3501034,12,12,1,26,2,1,1,4.0,,3,2,5,1,2,1.0
3501035,12,12,1,21,2,1,3,,,2,2,7,1,2,1.0
3501036,12,12,1,19,2,2,9,,,1,2,7,98,2,1.0
3501037,12,12,1,26,2,2,9,,,2,2,7,98,2,1.0
3501038,12,12,1,24,2,2,9,,,2,2,7,98,2,1.0
3501039,12,12,1,26,2,2,3,,,2,2,2,1,2,1.0
3501040,12,12,1,24,2,2,9,,,9,2,7,98,2,1.0
3501041,12,12,1,29,2,2,9,,,2,2,3,98,2,1.0
3501042,12,12,1,27,2,2,3,,,9,2,4,98,2,1.0
3501043,12,12,1,20,2,2,3,,,2,2,7,1,2,1.0
3501044,12,12,1,23,2,1,2,,2.0,2,2,7,2,2,1.0
3501045,12,12,1,21,2,1,1,1.0,,2,2,7,4,2,1.0
3501046,12,12,1,24,2,2,3,,,2,2,7,98,2,1.0
3501047,12,12,1,20,2,2,3,,,3,2,7,98,2,1.0
3501048,12,12,1,29,2,1,1,2.0,,3,2,4,1,2,1.0
3501049,12,12,1,28,2,1,2,,4.0,1,2,4,1,2,1.0
3501050,12,12,1,27,2,2,3,,,9,2,2,98,2,1.0
3501051,12,12,1,23,2,2,3,,,2,2,7,1,2,1.0
3501052,12,12,1,25,2,2,9,,,9,2,4,1,2,1.0
3501053,12,12,1,25,2,2,3,,,2,2,7,4,2,1.0
3501054,12,12,1,23,2,1,1,1.0,,3,2,7,1,2,1.0
3501055,12,12,1,26,2,1,3,,,3,2,5,1,2,1.0
3501056,12,12,1,25,2,2,2,,2.0,1,2,8,98,2,1.0
3501057,12,12,1,19,2,2,9,,,3,2,7,1,2,1.0
3501058,12,12,1,20,2,2,9,,,9,2,8,98,2,1.0
3501059,12,12,1,23,2,2,9,,,2,2,7,1,2,1.0
3501060,12,12,1,20,2,1,3,,,3,2,7,98,2,1.0
3501061,12,12,1,23,2,2,3,,,9,2,3,1,1,1.0
3502001,12,12,2,22,2,2,1,2.0,,9,1,3,98,2,0.97
3502002,12,12,2,20,2,2,9,,,9,3,3,3,2,0.97
3502003,12,12,2,25,2,2,3,,,2,3,8,98,2,0.97
3502004,12,12,2,26,2,1,1,1.0,,9,3,5,1,2,0.97
3502005,12,12,2,23,2,2,2,,1.0,2,3,8,1,2,0.97
3502006,12,12,2,25,2,1,1,1.0,,3,3,7,1,2,0.97
3502007,12,12,2,23,2,2,3,,,9,3,5,3,2,0.97
3502008,12,12,2,19,2,2,1,1.0,,9,3,7,98,2,0.97
3502009,12,12,2,26,2,2,9,,,2,3,8,98,2,0.97
3502010,12,12,2,21,2,2,1,1.0,,2,3,7,98,2,0.97
3502011,12,12,2,21,2,2,1,1.0,,9,3,7,5,2,0.97
3502012,12,12,2,26,2,2,3,,,9,3,5,1,2,0.97
3502013,12,12,2,24,2,2,9,,,9,3,5,98,2,0.97
3502014,12,12,2,23,2,2,3,,,2,3,7,98,1,0.97
3502015,12,12,2,19,2,2,1,1.0,,3,2,7,98,2,0.97
3502016,12,12,2,27,2,1,1,1.0,,3,2,5,99,2,0.97
3502017,12,12,2,19,2,2,9,,,3,2,7,98,2,0.97
3502018,12,12,2,22,2,1,9,,,3,2,7,1,2,0.97
3502019,12,12,2,25,2,2,9,,,2,3,5,1,2,0.97
3502020,12,12,2,23,2,2,3,,,9,2,7,98,2,0.97
3502021,12,12,2,27,2,1,1,1.0,,3,2,7,98,2,0.97
3502022,12,12,2,19,2,1,9,,,2,2,7,98,2,0.97
3502023,12,12,2,29,2,1,3,,,1,2,5,98,2,0.97
3502024,12,12,2,23,2,1,9,,,1,2,5,1,2,0.97
3502025,12,12,2,28,2,2,3,,,9,2,5,1,2,0.97
3502026,12,12,2,20,2,2,9,,,3,2,7,98,2,0.97
3502027,12,12,2,28,2,2,9,,,2,2,5,98,2,0.97
3502028,12,12,2,28,2,2,1,1.0,,3,2,5,1,2,0.97
3502029,12,12,2,21,2,2,9,,,9,2,7,1,2,0.97
3502030,12,12,2,19,2,2,9,,,3,2,7,1,2,0.97
3502031,12,12,2,19,2,2,1,1.0,,2,2,7,98,2,0.97
3502032,12,12,2,24,2,2,9,,,9,2,7,98,2,0.97
3502033,12,12,2,22,2,2,3,,,2,2,7,98,2,0.97
3502034,12,12,2,23,2,1,1,3.0,,3,2,5,1,2,0.97
3502035,12,12,2,25,2,2,3,,,9,2,3,98,2,0.97
3502036,12,12,2,20,2,2,3,,,2,2,7,98,2,0.97
3502037,12,12,2,26,2,2,3,,,9,2,5,1,2,0.97
3502038,12,12,2,26,2,2,1,2.0,,9,2,5,98,2,0.97
3502039,12,12,2,22,2,2,1,1.0,,2,2,7,98,2,0.97
3502040,12,12,2,27,2,1,3,,,3,2,5,1,2,0.97
3502041,12,12,2,27,2,1,1,1.0,,3,2,7,1,2,0.97
3502042,12,12,2,24,2,2,9,,,9,2,5,98,2,0.97
3502043,12,12,2,22,2,1,1,2.0,,3,2,7,98,2,0.97
3502044,12,12,2,26,2,2,3,,,9,2,8,98,2,0.97
3502045,12,12,2,23,2,1,2,,3.0,1,2,5,1,2,0.97
3502046,12,12,2,23,2,2,3,,,3,2,7,98,2,0.97
3502047,12,12,2,28,2,2,9,,,2,2,6,1,2,0.97
3502048,12,12,2,28,2,1,2,,1.0,3,2,5,1,2,0.97
3502049,12,12,2,27,2,2,1,1.0,,3,2,5,1,2,0.97
3502050,12,12,2,25,2,2,9,,,9,2,8,98,2,0.97
3502051,12,12,2,29,2,1,9,,,3,2,6,1,2,0.97
3502052,12,12,2,29,2,2,1,2.0,,3,2,5,1,2,0.97
3502053,12,12,2,22,2,1,2,,2.0,2,2,5,1,2,0.97
3502054,12,12,2,23,2,2,9,,,9,2,7,1,2,0.97
3502055,12,12,2,25,2,1,3,,,2,2,5,1,1,0.97
3503002,12,12,1,36,3,1,1,3.0,,3,1,5,1,2,0.99
3503003,12,12,1,30,3,1,2,,2.0,1,1,1,1,2,0.99
3503004,12,12,1,31,3,2,3,,,2,1,4,1,2,0.99
3503005,12,12,1,37,3,1,1,1.0,,3,1,5,5,2,0.99
3503006,12,12,1,33,3,2,1,5.0,,3,1,1,6,1,0.99
3503007,12,12,1,37,3,2,1,3.0,,3,3,5,1,2,0.99
3503008,12,12,1,35,3,2,9,,,3,3,5,1,2,0.99
3503009,12,12,1,34,3,1,3,,,2,3,5,1,2,0.99
3503010,12,12,1,31,3,1,2,,4.0,2,3,5,1,2,0.99
3503011,12,12,1,39,3,1,2,,2.0,2,3,2,1,2,0.99
3503012,12,12,1,36,3,1,1,4.0,,2,3,5,1,2,0.99
3503013,12,12,1,35,3,1,3,,,3,3,5,1,2,0.99
3503014,12,12,1,36,3,1,1,2.0,,3,3,4,5,2,0.99
3503016,12,12,1,30,3,1,2,,2.0,2,3,7,1,2,0.99
3503017,12,12,1,30,3,1,1,2.0,,3,3,5,1,2,0.99
3503018,12,12,1,37,3,1,1,4.0,,3,3,5,1,2,0.99
3503019,12,12,1,30,3,1,2,,2.0,2,3,3,1,2,0.99
3503021,12,12,1,36,3,1,3,,,2,3,2,1,2,0.99
3503022,12,12,1,35,3,1,1,2.0,,3,3,5,1,2,0.99
3503023,12,12,1,38,3,1,1,2.0,,3,3,4,1,1,0.99
3503024,12,12,1,31,3,1,3,,,3,2,5,1,2,0.99
3503025,12,12,1,38,3,2,1,3.0,,9,2,4,1,2,0.99
3503026,12,12,1,37,3,1,9,,,2,2,2,1,2,0.99
3503027,12,12,1,34,3,1,1,2.0,,3,2,5,5,2,0.99
3503028,12,12,1,33,3,2,9,,,2,2,3,1,2,0.99
3503029,12,12,1,37,3,1,3,,,3,2,5,1,2,0.99
3503030,12,12,1,36,3,2,1,1.0,,3,2,4,1,2,0.99
3503031,12,12,1,39,3,1,1,1.0,,3,2,5,98,2,0.99
3503032,12,12,1,31,3,1,1,5.0,,3,2,5,1,2,0.99
3503033,12,12,1,35,3,2,9,,,9,2,5,1,2,0.99
3503034,12,12,1,39,3,1,2,,4.0,1,2,2,2,2,0.99
3503035,12,12,1,34,3,1,3,,,2,2,4,98,2,0.99
3503036,12,12,1,36,3,1,3,,,3,2,2,1,2,0.99
3503037,12,12,1,33,3,1,1,4.0,,3,2,3,98,2,0.99
3503038,12,12,1,35,3,2,9,,,9,2,4,1,2,0.99
3503039,12,12,1,32,3,1,1,4.0,,3,2,2,1,2,0.99
3503040,12,12,1,35,3,2,9,,,3,2,8,98,2,0.99
3503041,12,12,1,36,3,1,2,,3.0,3,2,4,1,2,0.99
3503042,12,12,1,35,3,1,1,1.0,,3,2,5,98,2,0.99
3503043,12,12,1,38,3,1,1,4.0,,3,2,5,98,2,0.99
3503044,12,12,1,32,3,1,3,,,3,2,5,1,2,0.99
3503045,12,12,1,36,3,2,9,,,2,2,3,1,2,0.99
3503046,12,12,1,33,3,1,1,4.0,,3,2,5,1,2,0.99
3503047,12,12,1,38,3,1,9,,,9,2,2,98,2,0.99
3503048,12,12,1,32,3,2,3,,,2,2,5,1,2,0.99
3503049,12,12,1,37,3,1,2,,5.0,2,2,4,3,2,0.99
3503050,12,12,1,36,3,1,2,,3.0,2,2,5,3,2,0.99
3503051,12,12,1,30,3,1,1,1.0,,3,2,5,1,2,0.99
3503052,12,12,1,34,3,1,2,,1.0,1,2,9,98,2,0.99
3503053,12,12,1,35,3,1,1,9.0,,2,2,5,99,2,0.99
3503054,12,12,1,31,3,2,3,,,2,2,1,99,2,0.99
3504001,12,12,2,35,3,1,1,2.0,,3,1,6,1,2,1.0
3504002,12,12,2,30,3,1,1,2.0,,3,1,7,98,2,1.0
3504004,12,12,2,34,3,1,1,2.0,,3,3,8,1,2,1.0
3504006,12,12,2,39,3,1,1,2.0,,3,3,5,1,2,1.0
3504007,12,12,2,33,3,2,3,,,2,3,2,1,2,1.0
3504008,12,12,2,31,3,1,3,,,9,3,2,1,2,1.0
3504009,12,12,2,31,3,1,1,1.0,,3,3,2,1,2,1.0
3504010,12,12,2,31,3,1,1,1.0,,3,3,6,1,2,1.0
3504011,12,12,2,39,3,1,1,2.0,,3,3,6,1,2,1.0
3504012,12,12,2,35,3,1,1,3.0,,3,2,6,98,2,1.0
3504013,12,12,2,35,3,1,1,4.0,,3,2,5,1,2,1.0
3504014,12,12,2,38,3,1,3,,,3,2,5,1,2,1.0
3504015,12,12,2,36,3,2,1,1.0,,2,2,5,98,2,1.0
3504016,12,12,2,31,3,1,1,1.0,,3,2,6,1,2,1.0
3504017,12,12,2,36,3,1,1,4.0,,3,2,5,1,2,1.0
3504018,12,12,2,31,3,1,1,2.0,,3,2,6,1,2,1.0
3504019,12,12,2,31,3,2,3,,,9,2,5,98,2,1.0
3504020,12,12,2,37,3,1,9,,,2,2,6,98,2,1.0
3504021,12,12,2,39,3,2,9,,,9,2,4,1,2,1.0
3504022,12,12,2,39,3,1,3,,,2,2,6,1,2,1.0
3504023,12,12,2,36,3,1,1,1.0,,3,2,5,1,2,1.0
3504024,12,12,2,38,3,1,3,,,2,2,6,98,2,1.0
3504025,12,12,2,34,3,2,3,,,9,2,5,1,2,1.0
3504026,12,12,2,36,3,2,1,2.0,,3,2,3,1,2,1.0
3504027,12,12,2,38,3,1,1,4.0,,3,2,6,98,2,1.0
3504028,12,12,2,30,3,1,1,2.0,,3,2,6,1,2,1.0
3504029,12,12,2,38,3,1,1,4.0,,3,2,5,98,2,1.0
3504030,12,12,2,35,3,1,1,1.0,,3,2,2,98,2,1.0
3504031,12,12,2,32,3,2,3,,,2,2,6,98,2,1.0
3504032,12,12,2,35,3,1,1,4.0,,3,2,6,98,2,1.0
3504033,12,12,2,39,3,1,3,,,3,2,4,1,2,1.0
3504034,12,12,2,34,3,2,1,2.0,,3,2,2,1,2,1.0
3504035,12,12,2,34,3,1,3,,,3,2,6,1,2,1.0
3504036,12,12,2,33,3,2,1,2.0,,3,2,5,1,2,1.0
3504037,12,12,2,35,3,1,1,1.0,,3,2,5,98,2,1.0
3504038,12,12,2,39,3,1,3,,,3,2,6,6,2,1.0
3504039,12,12,2,31,3,2,9,,,9,2,3,98,2,1.0
3504040,12,12,2,31,3,2,9,,,9,2,6,99,2,1.0
3504041,12,12,2,35,3,1,2,,4.0,9,2,5,1,2,1.0
3504042,12,12,2,37,3,2,9,,,9,2,6,98,2,1.0
3504043,12,12,2,37,3,1,1,1.0,,3,3,6,5,2,1.0
3504044,12,12,2,30,3,2,9,,,2,2,5,1,2,1.0
3504045,12,12,2,33,3,1,3,,,3,2,6,3,2,1.0
3504046,12,12,2,36,3,1,1,2.0,,3,2,6,1,2,1.0
3504047,12,12,2,37,3,1,1,4.0,,3,2,5,1,2,1.0
3504048,12,12,2,34,3,1,1,2.0,,3,2,6,98,2,1.0
3504049,12,12,2,32,3,2,1,1.0,,3,2,5,1,2,1.0
3504050,12,12,2,31,3,1,3,,,3,2,5,1,1,1.0
3505001,12,12,1,40,4,1,3,,,2,1,4,1,2,0.99
3505003,12,12,1,43,4,1,1,4.0,,3,1,5,1,2,0.99
3505004,12,12,1,43,4,1,1,4.0,,3,1,5,1,2,0.99
3505006,12,12,1,45,4,1,1,4.0,,3,1,5,1,2,0.99
3505007,12,12,1,42,4,1,1,3.0,,3,1,3,1,2,0.99
3505010,12,12,1,45,4,1,2,,1.0,1,3,2,1,2,0.99
3505011,12,12,1,41,4,1,1,1.0,,3,3,2,1,2,0.99
3505012,12,12,1,46,4,1,1,2.0,,3,3,2,1,2,0.99
3505013,12,12,1,42,4,1,1,2.0,,3,3,5,1,2,0.99
3505014,12,12,1,42,4,1,3,,,3,3,2,1,2,0.99
3505015,12,12,1,48,4,1,2,,4.0,3,3,2,3,2,0.99
3505016,12,12,1,40,4,1,2,,2.0,2,3,5,1,2,0.99
3505017,12,12,1,49,4,2,2,,9.0,9,3,2,1,2,0.99
3505018,12,12,1,49,4,1,1,4.0,,3,3,7,1,2,0.99
3505019,12,12,1,48,4,1,9,,,2,3,5,1,2,0.99
3505020,12,12,1,47,4,1,1,3.0,,3,3,2,5,2,0.99
3505021,12,12,1,42,4,1,1,1.0,,3,3,1,1,2,0.99
3505022,12,12,1,47,4,1,1,2.0,,3,3,1,5,2,0.99
3505023,12,12,1,45,4,1,2,,4.0,2,3,5,99,2,0.99
3505024,12,12,1,49,4,1,1,4.0,,2,3,3,1,1,0.99
3505025,12,12,1,43,4,1,3,,,3,3,4,1,1,0.99
3505026,12,12,1,49,4,1,1,3.0,,3,3,3,1,1,0.99
3505027,12,12,1,42,4,1,2,,2.0,2,2,2,1,2,0.99
3505028,12,12,1,44,4,1,3,,,2,2,5,98,2,0.99
3505029,12,12,1,42,4,1,1,4.0,,3,2,5,5,2,0.99
3505030,12,12,1,46,4,1,3,,,2,2,4,1,2,0.99
3505031,12,12,1,45,4,1,2,,2.0,2,2,2,1,2,0.99
3505032,12,12,1,46,4,1,1,1.0,,3,2,2,1,2,0.99
3505033,12,12,1,45,4,1,2,,3.0,2,2,4,1,2,0.99
3505034,12,12,1,49,4,1,2,,4.0,3,2,5,1,2,0.99
3505035,12,12,1,47,4,1,2,,2.0,3,2,4,98,2,0.99
3505036,12,12,1,43,4,1,1,3.0,,3,3,4,98,2,0.99
3505037,12,12,1,40,4,1,3,,,3,2,2,99,2,0.99
3505038,12,12,1,40,4,1,1,4.0,,3,2,4,5,2,0.99
3505039,12,12,1,48,4,1,1,2.0,,3,2,2,1,2,0.99
3505040,12,12,1,45,4,1,1,3.0,,3,2,2,5,2,0.99
3505041,12,12,1,45,4,1,1,1.0,,3,2,5,1,2,0.99
3505042,12,12,1,42,4,1,1,4.0,,3,2,4,98,2,0.99
3505043,12,12,1,40,4,1,1,1.0,,3,3,2,1,2,0.99
3505044,12,12,1,40,4,1,2,,2.0,2,2,5,4,2,0.99
3505045,12,12,1,42,4,1,2,,3.0,9,2,4,1,2,0.99
3505046,12,12,1,41,4,1,3,,,3,2,3,1,2,0.99
3505047,12,12,1,43,4,1,2,,3.0,2,2,2,1,2,0.99
3505048,12,12,1,42,4,1,1,5.0,,3,3,2,1,2,0.99
3505049,12,12,1,45,4,1,2,,3.0,3,2,2,5,2,0.99
3505050,12,12,1,48,4,1,1,4.0,,3,2,2,1,2,0.99
3505051,12,12,1,47,4,1,2,,2.0,2,2,2,1,2,0.99
3505052,12,12,1,47,4,1,3,,,2,2,5,1,2,0.99
3505053,12,12,1,48,4,2,9,,,1,2,4,3,2,0.99
3505054,12,12,1,43,4,1,1,1.0,,3,2,2,1,2,0.99
3505055,12,12,1,41,4,1,1,4.0,,3,2,5,98,2,0.99
3505056,12,12,1,41,4,1,1,1.0,,3,2,4,5,2,0.99
3505057,12,12,1,49,4,1,2,,4.0,2,2,3,98,2,0.99
3505058,12,12,1,42,4,1,1,4.0,,3,2,2,1,2,0.99
3505059,12,12,1,48,4,1,1,2.0,,3,2,2,98,2,0.99
3505060,12,12,1,47,4,1,1,4.0,,3,2,4,1,2,0.99
3505061,12,12,1,40,4,2,2,,4.0,2,2,2,1,2,0.99
3505062,12,12,1,40,4,1,3,,,3,2,2,1,2,0.99
3505063,12,12,1,47,4,2,1,1.0,,3,2,4,1,2,0.99
3505064,12,12,1,46,4,1,1,2.0,,3,2,5,2,2,0.99
3505065,12,12,1,44,4,1,1,2.0,,3,2,5,5,2,0.99
3505066,12,12,1,48,4,1,2,,5.0,9,2,5,3,2,0.99
3505067,12,12,1,43,4,1,2,,2.0,1,2,5,1,2,0.99
3505068,12,12,1,47,4,1,1,4.0,,3,2,2,1,2,0.99
3505069,12,12,1,45,4,2,9,,,9,2,8,98,2,0.99
3505070,12,12,1,47,4,1,1,4.0,,3,2,3,1,1,0.99
3505071,12,12,1,47,4,1,2,,2.0,2,2,2,1,1,0.99
3505072,12,12,1,40,4,1,3,,,3,2,5,1,1,0.99
3506001,12,12,2,47,4,1,1,2.0,,3,1,6,1,2,1.05
3506002,12,12,2,48,4,1,2,,4.0,3,1,2,1,1,1.05
3506003,12,12,2,43,4,1,3,,,2,3,5,1,2,1.05
3506005,12,12,2,40,4,1,1,1.0,,3,3,3,1,2,1.05
3506006,12,12,2,46,4,1,1,1.0,,2,3,1,98,2,1.05
3506007,12,12,2,43,4,1,9,,,2,3,6,1,2,1.05
3506008,12,12,2,43,4,1,3,,,3,3,5,1,2,1.05
3506009,12,12,2,45,4,1,1,2.0,,3,3,2,1,2,1.05
3506010,12,12,2,40,4,1,1,1.0,,3,3,6,1,2,1.05
3506011,12,12,2,45,4,1,9,,,3,3,5,1,2,1.05
3506013,12,12,2,43,4,1,2,,2.0,2,2,2,5,2,1.05
3506014,12,12,2,47,4,1,2,,3.0,2,2,3,1,2,1.05
3506015,12,12,2,47,4,2,9,,,9,2,6,98,2,1.05
3506016,12,12,2,48,4,1,9,,,9,2,6,98,2,1.05
3506017,12,12,2,48,4,2,9,,,2,2,6,98,2,1.05
3506018,12,12,2,46,4,1,1,4.0,,3,2,3,5,2,1.05
3506019,12,12,2,42,4,1,1,2.0,,3,2,6,99,2,1.05
3506020,12,12,2,49,4,1,3,,,3,2,3,1,2,1.05
3506021,12,12,2,43,4,1,3,,,3,2,2,1,2,1.05
3506022,12,12,2,46,4,1,2,,1.0,2,2,5,1,2,1.05
3506023,12,12,2,49,4,1,3,,,2,2,2,1,2,1.05
3506024,12,12,2,48,4,2,9,,,3,2,6,98,2,1.05
3506025,12,12,2,43,4,1,1,2.0,,3,2,1,98,2,1.05
3506026,12,12,2,46,4,1,1,1.0,,3,2,2,98,2,1.05
3506027,12,12,2,45,4,2,3,,,2,2,5,1,2,1.05
3506028,12,12,2,43,4,1,1,1.0,,3,2,5,98,2,1.05
3506029,12,12,2,41,4,1,3,,,9,2,2,1,2,1.05
3506030,12,12,2,42,4,1,9,,,9,2,5,3,2,1.05
3506031,12,12,2,45,4,1,3,,,3,2,5,1,2,1.05
3506032,12,12,2,40,4,1,1,1.0,,3,2,5,1,2,1.05
3506033,12,12,2,40,4,1,1,1.0,,3,2,5,1,2,1.05
3506034,12,12,2,46,4,1,3,,,9,2,4,1,2,1.05
3506035,12,12,2,40,4,1,3,,,3,2,6,1,2,1.05
3506036,12,12,2,49,4,1,3,,,3,2,3,1,2,1.05
3506037,12,12,2,44,4,1,1,4.0,,3,2,6,1,2,1.05
3506038,12,12,2,46,4,1,1,3.0,,3,2,2,1,2,1.05
3506039,12,12,2,44,4,1,1,4.0,,2,2,5,5,2,1.05
3506040,12,12,2,44,4,1,9,,,3,2,2,1,2,1.05
3506041,12,12,2,48,4,2,2,,1.0,2,2,6,3,2,1.05
3506042,12,12,2,48,4,2,9,,,9,2,6,98,2,1.05
3506043,12,12,2,40,4,1,1,3.0,,3,2,6,1,2,1.05
3506044,12,12,2,47,4,2,3,,,1,2,5,1,2,1.05
3506045,12,12,2,46,4,1,3,,,2,2,5,1,2,1.05
3506046,12,12,2,42,4,1,1,1.0,,2,2,6,1,2,1.05
3506047,12,12,2,42,4,1,9,,,3,2,4,1,2,1.05
3506048,12,12,2,42,4,1,1,1.0,,3,2,6,1,2,1.05
3506049,12,12,2,41,4,1,9,,,9,2,3,1,2,1.05
3506050,12,12,2,49,4,2,3,,,9,2,6,1,2,1.05
3506051,12,12,2,43,4,1,1,2.0,,3,2,5,5,2,1.05
3506052,12,12,2,48,4,1,3,,,3,2,5,1,2,1.05
3506053,12,12,2,42,4,1,1,1.0,,3,2,5,1,2,1.05
3506054,12,12,2,48,4,1,1,2.0,,3,2,5,1,2,1.05
3506055,12,12,2,40,4,1,1,2.0,,3,2,2,1,2,1.05
3506056,12,12,2,49,4,1,3,,,2,2,5,2,2,1.05
3506057,12,12,2,42,4,1,3,,,3,2,3,1,2,1.05
3506058,12,12,2,46,4,1,9,,,2,2,3,98,2,1.05
3506059,12,12,2,49,4,2,9,,,9,2,3,98,2,1.05
3506060,12,12,2,45,4,2,3,,,9,2,2,98,2,1.05
3506061,12,12,2,47,4,2,3,,,3,2,3,4,1,1.05
3506062,12,12,2,48,4,2,9,,,9,2,5,1,1,1.05
3506063,12,12,2,47,4,1,1,2.0,,3,2,6,98,1,1.05
3507001,12,12,1,53,5,1,1,2.0,,3,1,1,1,2,1.0
3507002,12,12,1,58,5,1,3,,,3,1,8,1,2,1.0
3507003,12,12,1,50,5,1,1,2.0,,3,1,5,1,2,1.0
3507004,12,12,1,54,5,1,2,,2.0,3,1,5,1,2,1.0
3507005,12,12,1,58,5,1,3,,,2,1,2,5,2,1.0
3507007,12,12,1,59,5,1,1,4.0,,3,1,2,1,2,1.0
3507009,12,12,1,52,5,1,1,3.0,,3,1,5,5,2,1.0
3507010,12,12,1,55,5,1,2,,5.0,1,1,5,98,2,1.0
3507011,12,12,1,50,5,1,2,,3.0,2,1,2,98,2,1.0
3507012,12,12,1,53,5,1,2,,2.0,3,1,5,1,2,1.0
3507013,12,12,1,55,5,1,2,,4.0,2,1,2,3,1,1.0
3507014,12,12,1,58,5,1,3,,,3,1,5,1,1,1.0
3507015,12,12,1,50,5,1,1,4.0,,3,3,4,1,2,1.0
3507016,12,12,1,59,5,1,1,4.0,,3,3,2,3,2,1.0
3507017,12,12,1,51,5,1,2,,2.0,2,3,3,1,2,1.0
3507018,12,12,1,55,5,1,1,2.0,,3,3,1,1,2,1.0
3507019,12,12,1,58,5,1,2,,4.0,2,3,5,1,2,1.0
3507020,12,12,1,58,5,1,2,,2.0,2,3,2,1,2,1.0
3507021,12,12,1,59,5,1,9,,,9,3,4,1,2,1.0
3507022,12,12,1,52,5,1,1,4.0,,3,3,2,5,2,1.0
3507023,12,12,1,51,5,1,1,1.0,,3,3,2,1,2,1.0
3507024,12,12,1,51,5,1,1,3.0,,3,3,2,1,2,1.0
3507025,12,12,1,50,5,1,3,,,2,3,3,1,2,1.0
3507026,12,12,1,58,5,1,2,,2.0,1,3,1,2,1,1.0
3507027,12,12,1,59,5,1,2,,2.0,1,3,2,1,1,1.0
3507028,12,12,1,57,5,1,3,,,2,3,2,3,1,1.0
3507029,12,12,1,57,5,1,2,,3.0,3,3,5,1,1,1.0
3507030,12,12,1,57,5,1,1,2.0,,3,3,2,1,1,1.0
3507031,12,12,1,53,5,1,3,,,3,2,1,1,2,1.0
