PID,A_AREA,A_SQ1,A_SQ2,A_AGE,A_SQ3,A_Q1,A_Q2,A_Q2_1,A_Q2_2,A_Q3,A_Q4,A_Q5,A_Q6,A_GUBUN,WT1
2110138,2,2,2,62,6,1,1,1.0,,9,2,3,1,2,1.01
2110139,2,2,2,68,6,1,1,1.0,,9,2,6,98,2,1.01
2110140,2,2,2,67,6,1,9,,,2,2,6,99,2,1.01
2110141,2,2,2,65,6,1,2,,4.0,9,3,6,1,2,1.01
2110142,2,2,2,69,6,1,2,,3.0,2,2,6,2,2,1.01
2110143,2,2,2,63,6,1,2,,2.0,1,2,6,6,2,1.01
2110144,2,2,2,68,6,2,9,,,9,2,3,99,2,1.01
2110145,2,2,2,65,6,1,2,,4.0,9,2,6,99,2,1.01
2110146,2,2,2,65,6,1,2,,4.0,1,2,2,1,2,1.01
2110147,2,2,2,75,6,1,2,,2.0,1,2,6,1,2,1.01
2110148,2,2,2,61,6,1,2,,4.0,2,2,2,98,2,1.01
2110149,2,2,2,70,6,1,2,,2.0,2,2,6,2,2,1.01
2110150,2,2,2,70,6,1,2,,4.0,2,2,6,99,2,1.01
2110151,2,2,2,60,6,1,3,,,9,3,6,2,2,1.01
2110152,2,2,2,67,6,1,1,1.0,,3,2,3,5,2,1.01
2110153,2,2,2,61,6,2,9,,,9,2,4,4,2,1.01
2110154,2,2,2,62,6,1,9,,,9,2,6,98,2,1.01
2110155,2,2,2,65,6,1,3,,,3,2,5,98,2,1.01
2110156,2,2,2,65,6,1,2,,2.0,1,2,6,2,2,1.01
2110157,2,2,2,61,6,1,3,,,3,3,4,98,2,1.01
2110158,2,2,2,65,6,2,9,,,9,2,3,2,2,1.01
2110159,2,2,2,79,6,2,1,9.0,,3,2,8,98,2,1.01
2110160,2,2,2,62,6,1,1,1.0,,9,2,9,4,2,1.01
2110161,2,2,2,62,6,2,9,,,9,2,4,1,2,1.01
2110162,2,2,2,66,6,1,2,,3.0,3,2,6,2,2,1.01
2110163,2,2,2,70,6,1,2,,3.0,2,2,6,98,2,1.01
2110164,2,2,2,60,6,1,9,,,9,2,6,1,2,1.01
2110165,2,2,2,74,6,1,2,,4.0,9,2,4,2,2,1.01
2110166,2,2,2,70,6,1,2,,2.0,2,2,6,99,2,1.01
2110167,2,2,2,67,6,2,9,,,9,2,6,98,2,1.01
2110168,2,2,2,61,6,2,9,,,9,2,6,99,2,1.01
2110169,2,2,2,78,6,1,2,,2.0,2,2,6,98,2,1.01
2110170,2,2,2,75,6,1,2,,3.0,1,2,6,2,2,1.01
2110171,2,2,2,78,6,1,9,,,9,2,6,98,2,1.01
2110172,2,2,2,60,6,2,9,,,2,2,6,2,2,1.01
2110173,2,2,2,68,6,1,1,9.0,,9,2,6,1,2,1.01
2110174,2,2,2,83,6,1,3,,,9,2,6,98,2,1.01
2110175,2,2,2,60,6,1,2,,2.0,1,2,2,99,2,1.01
2110176,2,2,2,65,6,1,1,2.0,,2,2,6,98,2,1.01
2110177,2,2,2,60,6,1,2,,9.0,9,2,2,2,2,1.01
2110178,2,2,2,82,6,2,9,,,9,2,2,2,2,1.01
2110179,2,2,2,74,6,1,2,,2.0,2,2,6,99,2,1.01
2110180,2,2,2,71,6,1,3,,,3,2,6,98,1,1.01
2110181,2,2,2,75,6,1,9,,,9,2,6,98,1,1.01
2110182,2,2,2,61,6,1,2,,4.0,2,2,2,3,1,1.01
2110183,2,2,2,71,6,1,2,,2.0,3,2,6,98,1,1.01
2110184,2,2,2,60,6,1,2,,2.0,1,3,6,4,1,1.01
2110185,2,2,2,60,6,1,1,2.0,,3,2,6,1,1,1.01
2110186,2,2,2,77,6,1,2,,1.0,2,2,6,4,1,1.01
2110187,2,2,2,72,6,1,1,2.0,,3,2,6,4,1,1.01
2110188,2,2,2,66,6,1,2,,1.0,1,2,6,2,1,1.01
2110189,2,2,2,60,6,1,2,,2.0,3,2,3,98,1,1.01
2110190,2,2,2,65,6,1,2,,1.0,2,2,6,3,1,1.01
2110191,2,2,2,76,6,1,2,,3.0,2,2,6,2,1,1.01
2110192,2,2,2,67,6,1,2,,1.0,1,2,6,99,1,1.01
2110193,2,2,2,60,6,1,2,,5.0,2,3,6,98,1,1.01
2110194,2,2,2,75,6,1,9,,,9,2,6,99,1,1.01
2110195,2,2,2,60,6,1,2,,3.0,2,3,6,98,1,1.01
2110196,2,2,2,60,6,1,9,,,9,2,5,4,1,1.01
2110197,2,2,2,68,6,1,2,,1.0,2,2,2,99,1,1.01
2110198,2,2,2,71,6,1,2,,2.0,2,3,6,98,1,1.01
2110199,2,2,2,61,6,1,2,,2.0,2,2,5,2,1,1.01
2110200,2,2,2,78,6,2,9,,,9,2,6,99,1,1.01
2110201,2,2,2,60,6,2,3,,,9,2,6,98,1,1.01
2110202,2,2,2,77,6,2,2,,4.0,1,2,6,99,1,1.01
2110203,2,2,2,74,6,1,2,,2.0,2,2,6,98,1,1.01
2110204,2,2,2,68,6,1,2,,4.0,2,2,6,1,1,1.01
2110205,2,2,2,81,6,2,9,,,9,2,6,1,1,1.01
2110206,2,2,2,72,6,1,3,,,1,2,6,98,1,1.01
2110207,2,2,2,64,6,1,3,,,3,2,6,1,1,1.01
2110208,2,2,2,60,6,1,3,,,2,2,6,2,1,1.01
2110209,2,2,2,80,6,1,2,,3.0,9,2,6,98,1,1.01
2110210,2,2,2,62,6,1,3,,,2,2,6,3,1,1.01
2110211,2,2,2,88,6,1,2,,9.0,9,2,6,1,1,1.01
2110212,2,2,2,77,6,1,3,,,1,3,6,98,1,1.01
2201001,3,3,1,26,2,1,2,,2.0,1,1,4,98,2,0.99
2201002,3,3,1,29,2,2,3,,,2,1,5,98,2,0.99
2201004,3,3,1,28,2,1,2,,2.0,2,1,2,98,2,0.99
2201005,3,3,1,22,2,1,2,,3.0,2,1,7,98,2,0.99
2201006,3,3,1,25,2,1,1,1.0,,3,1,7,1,2,0.99
2201009,3,3,1,28,2,1,3,,,3,1,5,5,2,0.99
2201010,3,3,1,24,2,1,9,,,1,1,7,98,2,0.99
2201011,3,3,1,23,2,1,2,,1.0,1,1,7,98,2,0.99
2201012,3,3,1,23,2,2,9,,,9,1,7,99,2,0.99
2201013,3,3,1,24,2,2,9,,,2,3,7,98,2,0.99
2201014,3,3,1,27,2,2,3,,,9,3,3,98,2,0.99
2201015,3,3,1,20,2,2,2,,9.0,9,3,7,98,2,0.99
2201016,3,3,1,28,2,1,2,,3.0,1,3,4,98,2,0.99
2201017,3,3,1,24,2,1,2,,1.0,3,3,7,4,2,0.99
2201018,3,3,1,27,2,2,1,2.0,,3,3,3,1,2,0.99
2201019,3,3,1,29,2,1,3,,,9,3,8,4,2,0.99
2201020,3,3,1,29,2,1,1,2.0,,3,3,2,98,2,0.99
2201021,3,3,1,22,2,1,2,,2.0,1,3,7,98,2,0.99
2201023,3,3,1,20,2,1,2,,2.0,2,3,7,4,2,0.99
2201024,3,3,1,22,2,1,2,,4.0,1,3,3,2,2,0.99
2201025,3,3,1,29,2,2,1,1.0,,3,3,2,98,2,0.99
2201026,3,3,1,28,2,1,3,,,1,3,5,98,2,0.99
2201027,3,3,1,28,2,1,1,3.0,,3,3,5,1,2,0.99
2201028,3,3,1,29,2,1,2,,3.0,9,3,4,98,2,0.99
2201029,3,3,1,23,2,1,2,,4.0,2,3,7,98,2,0.99
2201030,3,3,1,26,2,2,9,,,9,3,3,98,2,0.99
2201031,3,3,1,27,2,2,2,,2.0,2,2,8,98,2,0.99
2201032,3,3,1,21,2,2,2,,1.0,1,2,8,98,2,0.99
2201033,3,3,1,24,2,1,2,,1.0,2,2,7,1,2,0.99
2201034,3,3,1,20,2,2,3,,,1,2,7,98,2,0.99
2201035,3,3,1,21,2,1,3,,,2,2,7,1,2,0.99
2201036,3,3,1,25,2,1,3,,,3,2,5,1,2,0.99
2201037,3,3,1,27,2,2,2,,2.0,1,2,7,98,2,0.99
2201038,3,3,1,27,2,1,2,,3.0,2,2,5,98,2,0.99
2201039,3,3,1,28,2,2,2,,2.0,3,2,5,98,2,0.99
2201040,3,3,1,19,2,2,1,3.0,,3,2,7,5,2,0.99
2201041,3,3,1,23,2,1,3,,,2,2,7,98,2,0.99
2201042,3,3,1,28,2,2,1,2.0,,3,2,5,6,2,0.99
2201043,3,3,1,20,2,2,3,,,9,3,7,99,2,0.99
2201044,3,3,1,22,2,1,1,4.0,,3,2,7,1,2,0.99
2201045,3,3,1,21,2,2,9,,,2,2,7,98,2,0.99
2201046,3,3,1,23,2,2,3,,,2,2,7,98,2,0.99
2201047,3,3,1,22,2,2,3,,,9,2,7,98,2,0.99
2201048,3,3,1,28,2,2,9,,,9,2,3,98,2,0.99
2201049,3,3,1,27,2,1,1,2.0,,2,2,8,98,2,0.99
2201050,3,3,1,22,2,2,2,,3.0,3,2,7,4,2,0.99
2201051,3,3,1,20,2,2,3,,,2,2,7,2,2,0.99
2201052,3,3,1,22,2,1,3,,,3,2,7,98,2,0.99
2201053,3,3,1,23,2,1,1,4.0,,3,2,7,98,2,0.99
2201054,3,3,1,24,2,2,9,,,9,2,7,98,2,0.99
2201055,3,3,1,26,2,1,3,,,2,2,4,1,2,0.99
2201056,3,3,1,21,2,2,2,,1.0,1,2,7,98,2,0.99
2201057,3,3,1,29,2,1,1,4.0,,3,2,3,4,2,0.99
2201058,3,3,1,27,2,2,2,,4.0,1,2,2,98,2,0.99
2201059,3,3,1,20,2,1,2,,2.0,2,2,7,1,2,0.99
2201060,3,3,1,23,2,2,2,,4.0,1,2,7,98,2,0.99
2201061,3,3,1,24,2,2,1,1.0,,3,2,8,98,2,0.99
2201062,3,3,1,26,2,2,9,,,9,2,8,99,2,0.99
2201063,3,3,1,27,2,1,9,,,2,2,3,1,2,0.99
2201064,3,3,1,24,2,2,3,,,9,2,4,98,2,0.99
2201065,3,3,1,22,2,1,9,,,3,2,4,98,2,0.99
2201066,3,3,1,25,2,1,1,3.0,,3,2,5,1,2,0.99
2201067,3,3,1,26,2,2,3,,,2,2,3,98,2,0.99
2201068,3,3,1,20,2,1,3,,,3,2,7,98,2,0.99
2201069,3,3,1,29,2,1,2,,2.0,1,2,2,2,2,0.99
2201070,3,3,1,21,2,2,2,,2.0,3,2,7,1,2,0.99
2201071,3,3,1,23,2,1,1,1.0,,9,2,7,99,2,0.99
2201072,3,3,1,20,2,2,3,,,3,2,7,98,2,0.99
2201073,3,3,1,23,2,2,3,,,9,2,4,2,2,0.99
2201074,3,3,1,24,2,2,3,,,2,2,7,98,2,0.99
2201075,3,3,1,23,2,1,1,2.0,,3,2,7,98,2,0.99
2201076,3,3,1,25,2,1,2,,2.0,2,3,7,98,2,0.99
2201077,3,3,1,21,2,2,2,,2.0,1,2,7,4,2,0.99
2201078,3,3,1,23,2,1,3,,,1,2,7,99,2,0.99
2201079,3,3,1,29,2,2,3,,,1,2,4,98,2,0.99
2201080,3,3,1,27,2,2,3,,,9,2,8,98,2,0.99
2201081,3,3,1,23,2,1,1,4.0,,3,2,7,98,2,0.99
2201082,3,3,1,27,2,1,1,2.0,,3,2,7,1,2,0.99
2201083,3,3,1,24,2,2,3,,,2,2,3,98,2,0.99
2201084,3,3,1,27,2,2,3,,,3,2,8,98,2,0.99
2201085,3,3,1,27,2,1,9,,,9,2,5,98,2,0.99
2201086,3,3,1,25,2,1,2,,2.0,1,2,7,98,2,0.99
2201087,3,3,1,25,2,2,2,,3.0,9,2,5,1,2,0.99
2201088,3,3,1,22,2,2,9,,,9,2,7,98,2,0.99
2201089,3,3,1,25,2,2,3,,,2,2,9,98,2,0.99
2201090,3,3,1,19,2,2,9,,,3,2,7,98,2,0.99
2201091,3,3,1,26,2,1,2,,2.0,9,2,5,3,2,0.99
2201092,3,3,1,24,2,2,9,,,2,2,7,98,2,0.99
2201093,3,3,1,23,2,2,9,,,9,2,3,98,1,0.99
2201094,3,3,1,24,2,1,3,,,2,2,7,1,1,0.99
2202002,3,3,2,22,2,2,9,,,2,1,5,98,2,1.0
2202003,3,3,2,21,2,2,3,,,9,1,7,98,2,1.0
2202004,3,3,2,29,2,1,1,1.0,,3,1,5,98,2,1.0
2202005,3,3,2,21,2,1,1,3.0,,3,3,7,1,2,1.0
2202006,3,3,2,20,2,2,9,,,2,3,7,98,2,1.0
2202007,3,3,2,21,2,1,1,1.0,,3,3,7,5,2,1.0
2202008,3,3,2,20,2,1,3,,,2,3,7,1,2,1.0
2202009,3,3,2,22,2,1,3,,,1,3,7,4,2,1.0
2202010,3,3,2,19,2,2,3,,,2,3,7,98,2,1.0
2202011,3,3,2,20,2,1,2,,4.0,2,3,7,98,2,1.0
2202013,3,3,2,25,2,2,3,,,9,3,3,1,2,1.0
2202014,3,3,2,23,2,2,1,1.0,,3,3,5,1,1,1.0
2202015,3,3,2,19,2,2,3,,,3,3,7,98,1,1.0
2202016,3,3,2,21,2,2,3,,,9,3,3,98,1,1.0
2202017,3,3,2,22,2,1,1,4.0,,3,2,7,1,2,1.0
2202018,3,3,2,23,2,2,9,,,9,3,4,98,2,1.0
2202019,3,3,2,25,2,2,9,,,1,2,7,1,2,1.0
2202020,3,3,2,22,2,2,1,2.0,,3,2,7,98,2,1.0
2202021,3,3,2,25,2,1,1,1.0,,3,2,4,1,2,1.0
2202022,3,3,2,20,2,2,3,,,3,2,7,1,2,1.0
2202023,3,3,2,22,2,1,2,,3.0,2,2,7,98,2,1.0
2202024,3,3,2,25,2,2,2,,4.0,2,2,7,98,2,1.0
2202025,3,3,2,20,2,1,9,,,2,2,7,98,2,1.0
2202026,3,3,2,28,2,2,9,,,2,2,8,98,2,1.0
2202027,3,3,2,23,2,2,9,,,9,2,7,98,2,1.0
2202028,3,3,2,25,2,2,9,,,1,3,8,98,2,1.0
2202029,3,3,2,20,2,2,1,2.0,,3,2,7,98,2,1.0
2202030,3,3,2,24,2,1,3,,,3,2,5,98,2,1.0
2202031,3,3,2,20,2,2,9,,,9,2,7,98,2,1.0
2202032,3,3,2,22,2,1,3,,,3,2,7,98,2,1.0
2202033,3,3,2,24,2,2,3,,,3,2,5,98,2,1.0
2202034,3,3,2,25,2,2,9,,,3,2,5,98,2,1.0
2202035,3,3,2,21,2,2,1,1.0,,3,2,7,98,2,1.0
2202036,3,3,2,24,2,2,2,,2.0,2,2,7,1,2,1.0
2202037,3,3,2,26,2,2,3,,,9,2,5,98,2,1.0
2202038,3,3,2,24,2,2,9,,,9,2,7,1,2,1.0
2202039,3,3,2,21,2,2,9,,,9,2,5,98,2,1.0
2202040,3,3,2,22,2,2,3,,,9,2,7,4,2,1.0
2202041,3,3,2,29,2,2,1,1.0,,9,2,6,98,2,1.0
2202042,3,3,2,28,2,2,9,,,9,2,5,98,2,1.0
2202043,3,3,2,24,2,2,1,1.0,,3,2,7,98,2,1.0
2202044,3,3,2,23,2,1,9,,,1,2,3,98,2,1.0
2202045,3,3,2,20,2,2,9,,,9,2,5,98,2,1.0
2202046,3,3,2,26,2,1,1,1.0,,9,2,5,4,2,1.0
2202047,3,3,2,21,2,2,3,,,9,2,7,98,2,1.0
2202048,3,3,2,19,2,2,1,2.0,,9,2,7,2,2,1.0
2202049,3,3,2,26,2,2,1,2.0,,3,2,5,1,2,1.0
2202050,3,3,2,27,2,2,3,,,2,2,7,98,2,1.0
2202051,3,3,2,21,2,1,1,1.0,,9,2,9,98,2,1.0
2202052,3,3,2,24,2,1,3,,,3,2,2,1,2,1.0
2202053,3,3,2,23,2,1,1,1.0,,3,2,3,98,2,1.0
2202054,3,3,2,28,2,2,3,,,3,2,5,98,2,1.0
2202055,3,3,2,25,2,1,3,,,3,2,7,98,2,1.0
2202056,3,3,2,26,2,1,1,4.0,,3,2,5,1,2,1.0
2202057,3,3,2,25,2,2,1,1.0,,3,2,8,98,2,1.0
2202058,3,3,2,23,2,1,9,,,3,2,7,98,2,1.0
2202059,3,3,2,20,2,1,1,2.0,,3,2,7,98,2,1.0
2202060,3,3,2,22,2,1,1,2.0,,3,2,7,1,2,1.0
2202061,3,3,2,27,2,2,9,,,3,2,5,98,2,1.0
2202062,3,3,2,20,2,2,1,1.0,,3,2,7,98,2,1.0
2202063,3,3,2,27,2,2,9,,,9,2,3,1,2,1.0
2202064,3,3,2,25,2,1,1,1.0,,3,2,7,98,2,1.0
2202065,3,3,2,19,2,2,3,,,3,2,7,98,2,1.0
2202066,3,3,2,20,2,2,9,,,9,2,7,98,2,1.0
2202067,3,3,2,28,2,2,9,,,9,2,3,98,2,1.0
2202068,3,3,2,29,2,1,1,2.0,,3,2,2,98,2,1.0
2202069,3,3,2,23,2,1,9,,,2,2,5,98,2,1.0
2202070,3,3,2,28,2,1,1,2.0,,3,2,7,98,2,1.0
2202071,3,3,2,23,2,2,9,,,3,2,3,1,2,1.0
2202072,3,3,2,26,2,1,3,,,2,2,5,98,2,1.0
2202073,3,3,2,23,2,2,9,,,9,2,2,98,2,1.0
2202074,3,3,2,22,2,1,1,2.0,,3,3,7,98,2,1.0
2202075,3,3,2,21,2,1,1,1.0,,3,2,7,98,2,1.0
2202076,3,3,2,24,2,1,1,1.0,,3,2,3,1,1,1.0
2202077,3,3,2,24,2,1,3,,,2,2,3,1,1,1.0
2202078,3,3,2,21,2,1,3,,,3,2,7,1,1,1.0
2203001,3,3,1,38,3,1,1,3.0,,3,1,2,98,2,0.99
2203002,3,3,1,35,3,1,2,,1.0,2,1,2,98,2,0.99
2203003,3,3,1,31,3,2,3,,,2,1,5,98,2,0.99
2203004,3,3,1,37,3,1,2,,2.0,1,1,5,6,2,0.99
2203005,3,3,1,35,3,1,1,1.0,,1,1,4,1,2,0.99
2203006,3,3,1,34,3,1,1,4.0,,3,1,5,1,2,0.99
2203007,3,3,1,38,3,1,2,,2.0,1,1,5,98,2,0.99
2203008,3,3,1,39,3,2,1,1.0,,3,3,5,1,2,0.99
2203009,3,3,1,30,3,1,1,2.0,,2,3,4,98,2,0.99
2203010,3,3,1,33,3,2,2,,3.0,3,3,2,98,2,0.99
2203011,3,3,1,31,3,2,9,,,3,3,2,1,2,0.99
2203012,3,3,1,38,3,1,1,4.0,,3,3,5,1,2,0.99
2203013,3,3,1,33,3,1,3,,,1,3,3,1,2,0.99
2203014,3,3,1,38,3,1,1,4.0,,2,3,3,5,2,0.99
2203015,3,3,1,31,3,2,1,1.0,,2,3,5,98,2,0.99
2203016,3,3,1,35,3,1,3,,,3,3,4,1,2,0.99
2203017,3,3,1,31,3,2,1,4.0,,3,3,2,1,2,0.99
2203018,3,3,1,38,3,1,2,,2.0,1,3,2,98,2,0.99
2203019,3,3,1,35,3,2,9,,,2,3,2,98,1,0.99
2203020,3,3,1,32,3,1,9,,,9,2,5,3,2,0.99
2203021,3,3,1,36,3,2,3,,,2,2,5,3,2,0.99
2203022,3,3,1,30,3,1,1,1.0,,3,2,3,98,2,0.99
2203023,3,3,1,31,3,1,3,,,2,2,4,98,2,0.99
2203024,3,3,1,39,3,1,2,,2.0,1,2,4,2,2,0.99
2203025,3,3,1,38,3,1,1,2.0,,3,2,5,1,2,0.99
2203026,3,3,1,39,3,1,2,,2.0,2,2,5,4,2,0.99
2203027,3,3,1,36,3,1,2,,3.0,1,2,3,4,2,0.99
2203028,3,3,1,34,3,1,2,,4.0,2,2,5,98,2,0.99
2203029,3,3,1,37,3,1,1,1.0,,3,2,3,5,2,0.99
2203030,3,3,1,33,3,1,2,,3.0,2,2,5,98,2,0.99
2203031,3,3,1,38,3,1,1,2.0,,3,3,2,98,2,0.99
2203032,3,3,1,31,3,1,2,,1.0,1,2,8,98,2,0.99
2203033,3,3,1,39,3,1,2,,2.0,3,2,2,2,2,0.99
2203034,3,3,1,30,3,1,9,,,1,2,4,98,2,0.99
2203035,3,3,1,39,3,1,1,2.0,,3,2,5,1,2,0.99
2203036,3,3,1,39,3,1,2,,2.0,2,2,2,1,2,0.99
2203037,3,3,1,38,3,2,1,4.0,,3,2,5,98,2,0.99
2203038,3,3,1,38,3,1,2,,3.0,2,2,5,1,2,0.99
2203039,3,3,1,37,3,1,2,,3.0,2,2,5,98,2,0.99
2203040,3,3,1,37,3,2,1,1.0,,3,2,3,98,2,0.99
2203041,3,3,1,39,3,1,9,,,2,2,2,1,2,0.99
2203042,3,3,1,38,3,1,1,1.0,,3,2,5,98,2,0.99
2203043,3,3,1,34,3,1,3,,,3,2,5,1,2,0.99
2203044,3,3,1,35,3,1,2,,2.0,1,2,5,98,2,0.99
2203045,3,3,1,39,3,1,1,2.0,,3,2,5,98,2,0.99
2203046,3,3,1,32,3,1,2,,4.0,3,2,5,1,2,0.99
2203047,3,3,1,38,3,1,2,,2.0,2,2,5,1,2,0.99
2203048,3,3,1,32,3,1,1,2.0,,3,2,5,1,2,0.99
2203049,3,3,1,38,3,1,1,1.0,,2,2,5,1,2,0.99
2203050,3,3,1,30,3,1,2,,2.0,2,2,5,4,2,0.99
2203051,3,3,1,31,3,1,9,,,1,2,2,98,2,0.99
2203052,3,3,1,33,3,1,1,1.0,,3,2,5,98,2,0.99
2203053,3,3,1,39,3,1,1,4.0,,3,2,5,1,2,0.99
2203054,3,3,1,33,3,1,3,,,3,2,5,1,2,0.99
2203055,3,3,1,33,3,2,1,4.0,,2,3,2,1,2,0.99
2203056,3,3,1,39,3,1,1,2.0,,3,2,5,1,2,0.99
2203057,3,3,1,38,3,1,2,,2.0,2,2,4,98,2,0.99
2203058,3,3,1,35,3,2,1,3.0,,3,2,5,98,2,0.99
2203059,3,3,1,31,3,1,2,,2.0,3,2,5,98,2,0.99
2203060,3,3,1,31,3,1,1,1.0,,3,2,5,1,2,0.99
2203061,3,3,1,34,3,1,2,,3.0,2,2,5,98,2,0.99
2203062,3,3,1,39,3,1,2,,3.0,3,2,5,98,2,0.99
2203063,3,3,1,32,3,1,1,2.0,,3,2,3,1,2,0.99
2203064,3,3,1,38,3,2,1,1.0,,3,2,5,98,2,0.99
2203065,3,3,1,37,3,2,1,4.0,,3,2,4,1,2,0.99
2203066,3,3,1,36,3,1,2,,2.0,2,2,4,3,2,0.99
2203067,3,3,1,32,3,1,3,,,2,2,4,1,2,0.99
2203068,3,3,1,34,3,2,9,,,9,2,5,98,2,0.99
2203069,3,3,1,35,3,1,3,,,1,3,5,4,2,0.99
2203070,3,3,1,32,3,1,2,,2.0,2,2,5,98,2,0.99
2203071,3,3,1,34,3,1,3,,,2,2,2,1,2,0.99
2203072,3,3,1,36,3,1,1,4.0,,3,2,8,5,2,0.99
2203073,3,3,1,35,3,1,2,,2.0,2,2,5,98,2,0.99
2203074,3,3,1,34,3,1,1,2.0,,3,2,2,1,2,0.99
2203075,3,3,1,36,3,1,2,,2.0,1,2,4,6,2,0.99
2203076,3,3,1,33,3,2,9,,,9,2,2,98,2,0.99
2203077,3,3,1,30,3,2,9,,,9,3,5,98,2,0.99
2203078,3,3,1,35,3,1,9,,,2,2,2,2,1,0.99
2203079,3,3,1,36,3,1,1,1.0,,3,2,3,1,1,0.99
2204002,3,3,2,35,3,1,2,,4.0,2,1,4,98,2,1.0
2204003,3,3,2,38,3,1,1,1.0,,3,1,2,5,2,1.0
2204004,3,3,2,36,3,1,1,2.0,,3,3,6,1,2,1.0
2204006,3,3,2,31,3,1,3,,,3,3,5,98,2,1.0
2204007,3,3,2,38,3,1,9,,,9,3,5,1,2,1.0
2204009,3,3,2,32,3,2,3,,,2,3,2,98,2,1.0
2204010,3,3,2,37,3,1,1,4.0,,3,2,5,5,2,1.0
2204011,3,3,2,35,3,2,9,,,9,2,6,99,2,1.0
2204012,3,3,2,34,3,1,1,1.0,,3,2,6,98,2,1.0
2204013,3,3,2,39,3,2,1,5.0,,3,2,6,98,2,1.0
2204014,3,3,2,38,3,1,1,2.0,,1,2,6,1,2,1.0
2204015,3,3,2,30,3,1,1,1.0,,3,2,3,1,2,1.0
2204016,3,3,2,30,3,1,1,2.0,,3,2,5,98,2,1.0
2204017,3,3,2,38,3,2,2,,3.0,2,2,6,98,2,1.0
2204018,3,3,2,36,3,1,1,1.0,,3,2,6,1,2,1.0
2204019,3,3,2,31,3,2,9,,,9,2,6,1,2,1.0
2204020,3,3,2,38,3,1,3,,,2,2,6,2,2,1.0
2204021,3,3,2,37,3,1,1,1.0,,3,2,6,98,2,1.0
2204022,3,3,2,30,3,1,2,,2.0,2,2,3,1,2,1.0
2204023,3,3,2,32,3,1,2,,2.0,9,2,5,98,2,1.0
2204024,3,3,2,39,3,2,3,,,3,2,6,98,2,1.0
2204025,3,3,2,36,3,1,1,1.0,,3,2,6,1,2,1.0
2204026,3,3,2,36,3,2,3,,,2,2,6,98,2,1.0
2204027,3,3,2,33,3,2,9,,,9,2,6,98,2,1.0
2204028,3,3,2,32,3,1,1,1.0,,2,2,5,5,2,1.0
2204029,3,3,2,38,3,1,2,,1.0,2,2,6,98,2,1.0
2204030,3,3,2,39,3,1,3,,,1,2,6,98,2,1.0
2204031,3,3,2,37,3,2,1,2.0,,3,2,6,98,2,1.0
2204032,3,3,2,30,3,1,3,,,3,2,3,1,2,1.0
2204033,3,3,2,39,3,2,1,2.0,,3,2,6,6,2,1.0
2204034,3,3,2,32,3,1,2,,2.0,2,2,5,98,2,1.0
2204035,3,3,2,37,3,1,9,,,2,2,2,98,2,1.0
2204036,3,3,2,33,3,1,1,1.0,,3,2,5,3,2,1.0
2204037,3,3,2,30,3,2,9,,,3,2,7,1,2,1.0
2204038,3,3,2,37,3,1,2,,2.0,2,2,6,1,2,1.0
2204039,3,3,2,39,3,2,1,1.0,,2,2,5,1,2,1.0
2204040,3,3,2,30,3,2,9,,,3,2,3,1,2,1.0
2204041,3,3,2,36,3,2,9,,,3,2,6,98,2,1.0
2204042,3,3,2,31,3,2,9,,,9,2,3,1,2,1.0
2204043,3,3,2,36,3,1,1,1.0,,3,2,5,1,2,1.0
2204044,3,3,2,39,3,1,1,2.0,,3,2,6,1,2,1.0
2204045,3,3,2,38,3,1,1,1.0,,3,2,6,98,2,1.0
2204046,3,3,2,32,3,1,1,2.0,,2,2,5,99,2,1.0
2204047,3,3,2,36,3,2,1,2.0,,3,2,3,98,2,1.0
2204048,3,3,2,39,3,2,1,2.0,,3,2,6,1,2,1.0
2204049,3,3,2,35,3,1,1,1.0,,3,2,6,1,2,1.0
2204050,3,3,2,33,3,2,9,,,1,2,6,99,2,1.0
2204051,3,3,2,34,3,1,2,,2.0,2,2,5,98,2,1.0
2204052,3,3,2,38,3,1,1,2.0,,2,2,2,98,2,1.0
2204053,3,3,2,33,3,2,9,,,1,2,5,98,2,1.0
2204054,3,3,2,31,3,2,9,,,3,3,5,1,2,1.0
2204055,3,3,2,38,3,1,1,4.0,,3,2,5,1,2,1.0
2204056,3,3,2,31,3,2,3,,,3,2,5,98,2,1.0
2204057,3,3,2,37,3,1,1,3.0,,3,2,5,1,2,1.0
2204058,3,3,2,35,3,2,9,,,3,2,6,98,2,1.0
2204059,3,3,2,30,3,1,1,5.0,,2,2,8,98,2,1.0
2204060,3,3,2,33,3,1,3,,,3,2,2,1,2,1.0
2204061,3,3,2,37,3,1,2,,3.0,2,2,5,98,2,1.0
2204062,3,3,2,30,3,2,1,1.0,,3,2,6,2,2,1.0
2204063,3,3,2,39,3,1,2,,2.0,3,2,6,4,2,1.0
2204064,3,3,2,32,3,2,1,1.0,,3,2,5,98,2,1.0
2204065,3,3,2,32,3,1,3,,,2,2,5,1,2,1.0
2204066,3,3,2,37,3,2,3,,,2,2,6,98,2,1.0
2204067,3,3,2,38,3,1,3,,,3,2,5,1,2,1.0
2204068,3,3,2,36,3,2,9,,,9,2,6,5,2,1.0
2204069,3,3,2,35,3,1,2,,1.0,2,2,6,2,2,1.0
2204070,3,3,2,38,3,1,1,1.0,,3,2,6,1,2,1.0
2204071,3,3,2,33,3,2,1,2.0,,3,2,5,1,2,1.0
